number,page,area,area_ja,ken,place,price_h,age_m,age_w,content
333,ani,a_kanayama_9500_1400,愛知/金山,愛知,愛知県金山駅周辺,9500/1400,20/40,20/40,1
334,ani,a_toyohasi_9500_1400,愛知/豊橋,愛知,愛知県豊橋駅周辺,9500/1400,20/40,20/40,1
335,ani,a_hirosima_9500_1000,広島,広島,広島県広島駅周辺,9500/1000,20/40,20/40,1
336,ani,a20_hirosiam_8500_2000,広島,広島,広島県広島駅周辺,8500/2000,20/29,20/29,7
337,ani,a20_hiroshiam_8500_2000,広島/２０代限定,広島,広島県広島駅周辺,8500/2000,20/29,20/29,7
338,ani,a20_hirosima_8500_2300,広島/２０代限定,広島,広島県広島駅周辺,8500/2300,20/29,20/29,7
339,ani,a_hirosima_8500_2300,広島,広島,広島県広島駅周辺,8500/2300,20/40,20/40,1
340,machi,m20_ginza_6900_1000,東京/銀座/20代限定,東京,東京都銀座駅周辺,6900/1000,20/29,20/29,6
341,ani,a_fukuokatenjin_6900_2500,福岡天神,福岡,福岡県天神駅周辺,6900/2500,20/40,20/40,1
342,ani,a_yokohama_9500_2500,神奈川/横浜,神奈川,神奈川県横浜駅周辺,9500/2500,20/40,20/40,1
343,ani,a_kumamoto_6900_2200,熊本,熊本,熊本県熊本駅周辺,6900/2200,20/40,20/40,1
344,ani,a_omiya_9500_2000,埼玉/大宮,埼玉,埼玉県大宮駅周辺,9500/2000,20/40,20/40,1
345,ani,a_kawaramati_9500_2000,京都/河原町,京都,京都府河原町駅周辺,9500/2000,20/40,20/40,1
346,ani,a_ikebukuro_9800_1000,東京/池袋,東京,東京都池袋駅周辺,9800/1000,20/40,20/40,1
347,ani,a_nakano_9800_1000,東京/中野,東京,東京都中野駅周辺,9800/1000,20/40,20/40,1
348,ani,a_akihabara_9800_1000,東京/秋葉原,東京,東京都秋葉原駅周辺,9800/1000,20/40,20/40,1
349,ani,a_shizuoka_9800_1400,静岡,静岡,静岡県静岡駅周辺,9800/1400,20/40,20/40,1
350,ani,a_maehasi_9800_2000,群馬/前橋,群馬,群馬県前橋駅周辺,9800/2000,20/40,20/40,1
351,ani,a_hirosima_7800_2400,広島,広島,広島県広島駅周辺,7800/2400,20/40,20/40,1
352,ani,a_toyama_9800_1000,富山,富山,富山県富山駅周辺,9800/1000,20/40,20/40,1
353,ani,a_ginza_9800_1000,東京/銀座,東京,東京都銀座駅周辺,9800/1000,20/40,20/40,1
354,ani,a_okayama_7400_2300,岡山,岡山,岡山県岡山駅周辺,7400/2300,20/40,20/40,1
355,ani,a_shinjuku_9800_1000,東京/新宿,東京,東京都新宿駅周辺,9800/1000,20/40,20/40,1
356,ani,a20_shinjuku_9800_1000,東京/新宿/20代限定,東京,東京都新宿駅周辺,9800/1000,20/29,20/29,7
357,ani,a_shibuya_9800_1000,東京/渋谷,東京,東京都渋谷駅周辺,9800/1000,20/40,20/40,1
358,ani,a_hamamatu_9800_1400,静岡/浜松,静岡,静岡県浜松駅周辺,9800/1400,20/40,20/40,1
359,ani,a_odaiba_9800_1000,東京/お台場,東京,東京都お台場駅周辺,9800/1000,20/40,20/40,1
360,ani,a_nagasaki_6900_2000,長崎,長崎,長崎県長崎駅周辺,6900/2000,20/40,20/40,1
361,machi,m20_yamagata_7500_1400,山形/20代限定,山形,山形県山形駅周辺,7500/1400,20/29,20/29,6
362,machi,m20_osaka_7200_3200,大阪/20代限定,大阪,大阪府大阪駅周辺,7200/3200,20/29,20/29,6
363,machi,m20_matsuyama_6900_2000,愛媛/松山/20代限定,愛媛,愛媛県松山駅周辺,6900/2000,20/29,20/29,6
364,machi,m20_toyama_7700_1900,富山/20代限定,富山,富山県富山駅周辺,7700/1900,20/29,20/29,6
365,machi,m20_kouchi_6900_2000,高知/20代限定,高知,高知県高知駅周辺,6900/2000,20/29,20/29,6
366,ani,a_niigata_6800_1900,新潟,新潟,新潟県新潟駅周辺,6800/1900,20/40,20/40,1
367,machi,m20_kourinbou_7300_1700,石川/金沢/香林坊,石川,石川県金沢駅周辺,7300/1700,20/29,20/29,6
368,ani,a_takamatu_7300_1900,香川/高松,香川,香川県高松駅周辺,7300/1900,20/40,20/40,1
369,machi,m20_takasaki_6900_1900,群馬/高崎/20代限定,群馬,群馬県高崎駅周辺,6900/1900,20/29,20/29,6
370,ani,a_sakai_9500_1400,愛知/栄,愛知,愛知県栄駅周辺,9500/1400,20/40,20/40,1
371,ani,a_himeji_8500_1900,兵庫/姫路,兵庫,兵庫県姫路駅周辺,8500/1900,20/40,20/40,1
372,machi,m20_takamatsu_7300_1900,香川/高松/20代限定,香川,香川県高松駅周辺,7300/1900,20/29,20/29,6
373,ani,a_kouchi_7300_1900,高知,高知,高知県高知駅周辺,7300/1900,20/40,20/40,1
374,machi,m20_matumoto_7300_1400,長野/松本/20代限定,長野,長野県松本駅周辺,7300/1400,20/29,20/29,6
375,ani,a_simonoseki_6900_2000,山口/下関,山口,山口県下関駅周辺,6900/2000,20/40,20/40,1
376,ani,a_okinawa_6700_1700,沖縄,沖縄,沖縄県那覇駅周辺,6700/1700,20/40,20/40,1
377,ani,a_asahikawa_6400_2400,旭川,北海道,北海道旭川駅周辺,6400/2400,20/40,20/40,1
378,machi,m20_tukuba_7800_1800,茨城/つくば/20代限定,茨城,茨城県つくば駅周辺,7800/1800,20/29,20/29,6
379,machi,m20_okinawa_6700_1700,沖縄/20代限定,沖縄,沖縄県那覇駅周辺,6700/1700,20/29,20/29,6
380,ani,a_sannomiya_9800_1000,兵庫/神戸/三ノ宮,兵庫,兵庫県三ノ宮駅周辺,9800/1000,20/40,20/40,1
381,ani,a_yokohama_9800_1000,神奈川/横浜,神奈川,神奈川県横浜駅周辺,9800/1000,20/40,20/40,1
382,machi,m20_oomiya_7100_1900,埼玉/大宮/20代限定,埼玉,埼玉県大宮駅周辺,7100/1900,20/29,20/29,6
383,machi,m20_fukusima_7400_1000,福島/20代限定,福島,福島県福島駅周辺,7400/1000,20/29,20/29,6
384,machi,m20_kumamoto_6400_2100,熊本/20代限定,熊本,熊本県熊本駅周辺,6400/2100,20/29,20/29,6
385,ani,a_gifu_8400_1900,岐阜,岐阜,岐阜県岐阜駅周辺,8400/1900,20/40,20/40,1
386,ani,a_nagano_7900_1900,長野,長野,長野県長野駅周辺,7900/1900,20/40,20/40,1
387,machi,m20_shimonoseki_6400_2100,山口/下関/20代限定,山口,山口県下関駅周辺,6400/2100,20/29,20/29,6
388,machi,m20_sendai_6700_1700,宮城/仙台/20代限定,宮城,宮城県仙台駅周辺,6700/1700,20/29,20/29,6
390,ani,a_hamamatucyou1000,浜松町/日の出/お花見＆BBQ,東京,"Lounge CRIB～運河桟橋＆BBQテラス付～",9800/1000,20/40,20/40,16
391,ani,a_kumamoto_6900_1900,熊本,熊本,熊本県熊本駅周辺,6900/1900,20/40,20/40,1
392,ani,a_namba_8500_1000,大阪/難波,大阪,大阪府難波駅周辺,8500/1000,20/40,20/40,1
393,machi,m20_yamagata_7500_2000,山形/20代限定,山形,山形県山形駅周辺,7500/2000,20/29,20/29,6
394,ani,a_toyama_9800_2000,富山,富山,富山県富山駅周辺,9800/2000,20/40,20/40,1
395,ani,a_kawaramati_8500_1000,京都/河原町,京都,京都府河原町駅周辺,8500/1000,20/40,20/40,1
396,ani,a_umeda_8500_1000,大阪/梅田,大阪,大阪府梅田駅周辺,8500/1000,20/40,20/40,1
397,ani,a_niigata_6800_2000,新潟,新潟,新潟県新潟駅周辺,6800/2000,20/40,20/40,1
398,ani,a_hirosima_7800_1400,広島,広島,広島県広島駅周辺,7800/1400,20/40,20/40,1
399,ani,a_yokohama_9800_2500,神奈川/横浜,神奈川,神奈川県横浜駅周辺,9800/2500,20/40,20/40,1
400,ani,a_karasuma_8500_1000,京都/烏丸,京都,京都府烏丸駅周辺,8500/1000,20/40,20/40,1
401,ani,a_okinawa_6700_2000,沖縄,沖縄,沖縄県那覇駅周辺,6700/2000,20/40,20/40,1
402,ani,a_niigata_7100_2000,新潟,新潟,新潟県新潟駅周辺,7100/2000,20/40,20/40,1
403,ani,a_nagano_7900_2000,長野,長野,長野県長野駅周辺,7900/2000,20/40,20/40,1
404,machi,m20_toyama_7700_2000,富山/20代限定,富山,富山県富山駅周辺,7700/2000,20/29,20/29,6
405,machi,m20_kourinbou_7300_2000,石川/金沢/20代限定,石川,石川県香林坊駅周辺,7300/2000,20/29,20/29,6
406,machi,m20_matumoto_7300_2000,長野/松本/20代限定,長野,長野県松本駅周辺,7300/2000,20/29,20/29,6
407,machi,m20_tukuba_7800_2000,茨城/つくば/20代限定,茨城,茨城県つくば駅周辺,7800/2000,20/29,20/29,6
408,machi,m20_okinawa_6700_2000,沖縄/20代限定,沖縄,沖縄県那覇駅周辺,6700/2000,20/29,20/29,6
409,machi,m20_fukusima_7400_2000,福島/20代限定,福島,福島県福島駅周辺,7400/2000,20/29,20/29,6
410,machi,m20_sendai_6700_2000,宮城/仙台/20代限定,宮城,宮城県仙台駅周辺,6700/2000,20/29,20/29,6
411,ani,a_nagoya_lovefes,,愛知,"愛知県 名駅 (名古屋駅周辺)",8500/2000,20/35,20/35,17
412,machi,m20_nagasaki_6300_1900,長崎,長崎,長崎県長崎駅周辺,6300/1900,20/29,20/29,6
413,machi,m20_sapporo_5500_2500,札幌/20代限定,北海道,北海道札幌駅周辺,5500/2500,20/29,20/29,6
414,machi,m20_nagasakii_6300_1900,長崎/20代限定,長崎,長崎県長崎駅周辺,6300/1900,20/29,20/29,6
415,ani,a_tokusima_7300_1900,徳島,徳島,徳島県徳島駅周辺,7300/1900,20/40,20/40,1
416,machi,m20_koyama_8100_2000,栃木/小山/20代限定,栃木,栃木県小山駅周辺,8100/2000,20/29,20/29,6
417,machi,m20_umeda_5900_2000,大阪/梅田/20代限定,大阪,大阪府梅田駅周辺,5900/2000,20/29,20/29,6
418,machi,m20_utunomiya_7700_2000,栃木/宇都宮/20代限定,栃木,栃木県宇都宮駅周辺,7700/2000,20/29,20/29,6
419,machi,m20_ooita_5900_2000,大分/20代限定,大分,大分県大分駅周辺,5900/2000,20/29,20/29,6
420,machi,m20_niigata_6500_2000,新潟/20代限定,新潟,新潟県新潟駅周辺,6500/2000,20/29,20/29,6
421,machi,m20_maehashi_7700_2000,群馬/前橋/20代限定,群馬,群馬県前橋駅周辺,7700/2000,20/29,20/29,6
422,machi,m20_simonoseki_6400_2100,山口/下関/20代限定,山口,山口県下関駅周辺,6400/2100,20/29,20/29,6
423,ani,a_oita_7100_2100,大分,大分,大分県大分駅周辺,7100/2100,20/40,20/40,1
424,machi,m20_koriyama_7400_2000,福島/郡山/20代限定,福島,福島県郡山駅周辺,7400/2000,20/29,20/29,6
425,machi,m20_kagosima_6400_2400,鹿児島/20代限定,鹿児島,鹿児島県鹿児島駅周辺,6400/2400,20/29,20/29,6
426,ani,a_kagosima_6100_2700,鹿児島,鹿児島,鹿児島県鹿児島駅周辺,6100/2700,20/40,20/40,1
427,machi,m20_mito_7900_1000,茨城/水戸/20代限定,茨城,茨城県水戸駅周辺,7900/1000,20/29,20/29,6
428,machi,m20_takasaki_6900_2000,群馬/高崎/20代限定,群馬,群馬県高崎駅周辺,6900/2000,20/29,20/29,6
429,machi,m20_takamatsu_6300_1900,香川/高松/20代限定,香川,香川県高松駅周辺,6300/1900,20/29,20/29,6
430,ani,a_kurinbou_6900_2000,石川/金沢/香林坊,石川,石川県香林坊駅周辺,6900/2000,20/40,20/40,1
431,ani,a_tiba_7400_2000,千葉/千葉,千葉,千葉県千葉駅周辺,7400/2000,20/40,20/40,1
432,machi,m20_sendai_6500_1700,宮城/仙台/20代限定,宮城,宮城県仙台駅周辺,6500/1700,20/29,20/29,6
433,machi,m20_oomiya_7400_2200,埼玉/大宮/20代限定,埼玉,埼玉県大宮駅周辺,7400/2200,20/29,20/29,6
434,ani,a_omiya_9800_2000,埼玉/大宮,埼玉,埼玉県大宮駅周辺,9800/2000,20/40,20/40,1
435,machi,m20_yamagata_6800_2000,山形/20代限定,山形,山形県山形駅周辺,6800/2000,20/29,20/29,6
436,machi,m20_kourinbou_7500_2000,石川/金沢/香林坊/20代限定,石川,石川県香林坊駅周辺,7500/2000,20/29,20/29,6
437,machi,m20_oita_5900_2200,大分/20代限定,大分,大分県大分駅周辺,5900/2200,20/29,20/29,6
438,ani,a_takasaki_9800_2000,群馬/高崎,群馬,群馬県高崎駅周辺,9800/2000,20/40,20/40,1
439,machi,m20_tukuba_7900_2000,茨城/つくば/20代限定,茨城,茨城県つくば駅周辺,7900/2000,20/29,20/29,4
440,machi,m20_simonoseki_6400_2300,山口/下関/20代限定,山口,山口県下関駅周辺,6400/2300,20/29,20/29,6
441,ani,a_oita_7100_2200,大分,大分,大分県大分駅周辺,7100/2200,20/40,20/40,1
442,machi,m20_kumamoto_6400_2200,熊本/20代限定,熊本,熊本県熊本駅周辺,6400/2200,20/29,20/29,6
443,machi,m20_nanba_6700_2300,大阪/難波/20代限定,大阪,大阪府難波駅周辺,6700/2300,20/29,20/29,6
444,ani,a_tsukuba_9800_2000,茨城/つくば,茨城,茨城県つくば駅周辺,9800/2000,20/40,20/40,1
445,machi,m20_mito_7900_2000,茨城/水戸/20代限定,茨城,茨城県水戸駅周辺,7900/2000,20/29,20/29,6
446,machi,m20_takasaki_7700_2000,群馬/高崎/20代限定,群馬,群馬県高崎駅周辺,7700/2000,20/29,20/29,6
447,ani,a_nagaoka_7100_2000,新潟/長岡,新潟,新潟県長岡駅周辺,7100/2000,20/40,20/40,1
448,ani,a_hatinohe_6400_2000,青森/八戸,青森,青森県八戸駅周辺」,6400/2000,20/40,20/40,1
449,ani,a_shinjuku_8500_1000,東京/新宿,東京,東京都新宿駅周辺,8500/1000,20/40,20/40,1
450,ani,a_ikebukuro_8500_1000,東京/池袋,東京,東京都池袋駅周辺,8500/1000,20/40,20/40,1
451,ani,a_akita_6900_2000,秋田,秋田,秋田県秋田駅周辺,6900/2000,20/40,20/40,1
452,ani,a_morioka_7800_2000,岩手/盛岡,岩手,岩手県盛岡駅周辺,7800/2000,20/40,20/40,1
453,ani,a_akihabara_8500_1000,東京/秋葉原,東京,東京都秋葉原駅周辺,8500/1000,20/40,20/40,1
454,ani,a_ginza_8500_1000,東京/銀座,東京,東京都銀座駅周辺,8500/1000,20/40,20/40,1
455,ani,a_shibuya_8500_1000,東京/渋谷,東京,東京都渋谷駅周辺,8500/1000,20/40,20/40,1
456,ani,a_nanba_7900_1000,大阪/難波,大阪,大阪府難波駅周辺,7900/1000,20/40,20/40,1
457,ani,a_umeda_7900_1000,大阪/梅田,大阪,大阪府梅田駅周辺,7900/1000,20/40,20/40,1
458,ani,a_wakayama_9800_2000,和歌山,和歌山,和歌山県和歌山駅周辺,9800/2000,20/40,20/40,1
459,machi,m20_nagaoka_6500_2000,新潟/長岡/20代限定,新潟,新潟県長岡駅周辺,6500/2000,20/29,20/29,6
460,ani,a_yokkaiti_9800_2000,三重/四日市,三重,三重県四日市駅周辺,9800/2000,20/40,20/40,1
461,ani,a_tatikawa_9800_1000,東京/立川,東京,東京都立川駅周辺,9800/1000,20/40,20/40,1
462,ani,a20_sapporo_7500_2000,北海道/札幌/20代限定,北海道,北海道札幌駅周辺,7500/2000,20/29,20/29,1
463,ani,a20_sendai_7500_2000,宮城/仙台/20代限定,宮城,宮城県仙台駅周辺,7500/2000,20/29,20/29,1
466,ani,a20_tenzin_6900_2000,福岡天神/20代限定,福岡,福岡県天神駅周辺,6900/2000,20/29,20/29,1
467,ani,a20_niigata_7100_2000,新潟/20代限定,新潟,新潟県新潟駅周辺,7100/2000,20/29,20/29,1
468,ani,a20_nagoya_9800_1400,愛知/名古屋/20代限定,愛知,愛知県名古屋駅周辺,9800/1400,20/29,20/29,1
469,ani,a20_mito_9800_2000,茨城/水戸/20代限定,茨城,茨城県水戸駅周辺,9800/2000,20/29,20/29,1
470,ani,a_koufu_9800_2000,山梨/甲府,山梨,山梨県甲府駅周辺,9800/2000,20/40,20/40,1
471,ani,a_tokorozawa_9800_2000,埼玉/所沢,埼玉,埼玉県所沢駅周辺,9800/2000,20/40,20/40,1
472,ani,a_fukui_6800_2000,福井,福井,福井県福井駅周辺,6800/2000,20/40,20/40,1
473,ani,a_takaoka_7100_2000,新潟/高岡,新潟,新潟県高岡駅周辺,7100/2000,20/40,20/40,1
474,ani,a_nara_7900_2000,奈良,奈良,奈良県奈良駅周辺,7900/2000,20/40,20/40,1
475,machi,m20_nagano_7300_2000,長野/20代限定,長野,長野県長野駅周辺,7300/2000,20/29,20/29,6
476,machi,m20_kawaramachi_8500_1000,京都/河原町/20代限定,京都,京都府河原町駅周辺,8500/1000,20/29,20/29,6
477,machi,m20_fukuoka_5900_2000,福岡天神/20代限定,福岡,福岡県天神駅周辺,5900/2000,20/29,20/29,6
478,ani,a20_hiroshima_7800_2400,広島/20代限定,広島,広島県広島駅周辺,7800/2400,20/29,20/29,1
479,ani,a_kourinbou_6900_1700,石川/金沢/香林坊,石川,石川県香林坊駅周辺,6900/1700,20/40,20/40,1
480,ani,a_tiba_7400_1900,千葉/千葉,千葉,千葉県千葉駅周辺,7400/1900,20/40,20/40,1
481,ani,a_sakae_9800_1400,愛知/栄,愛知,愛知県栄駅周辺,9800/1400,20/40,20/40,1
482,ani,a_aomori_6400_2000,青森,青森,青森県青森駅周辺,6400/2000,20/40,20/40,1
483,ani,a_nagoya_9800_1400,愛知/名古屋,愛知,愛知県名古屋駅周辺,9800/1400,20/40,20/40,1
484,ani,a_omiya_9800_1000,埼玉/大宮,埼玉,埼玉県大宮駅周辺,9800/1000,20/40,20/40,1
485,ani,a_koube_9800_1000,兵庫/神戸,兵庫,兵庫県神戸駅周辺,9800/1000,20/40,20/40,1
486,ani,a_takasaki_9800_1000,群馬/高崎,群馬,群馬県高崎駅周辺,9800/1000,20/40,20/40,1
487,ani,a_kaneyama_9800_1400,愛知/金山,愛知,愛知県金山駅周辺,9800/1400,20/40,20/40,1
488,ani,a_tatikawa_9800_2000,東京/立川,東京,東京都立川駅周辺,9800/2000,20/40,20/40,1
489,ani,a_mito_9800_2000,茨城/水戸,茨城,茨城県水戸駅周辺」,9800/2000,20/40,20/40,1
490,ani,a_tukuba_9800_1000,茨城/つくば,茨城,茨城県つくば駅周辺,9800/1000,20/40,20/40,1
491,ani,a_kawaramati_8500_2700,京都/河原町,京都,京都府河原町駅周辺,8500/2700,20/40,20/40,1
492,ani,a_simonoseki_6900_2300,山口/下関,山口,山口県下関駅周辺,6900/2300,20/40,20/40,1
493,machi,m20_umeda_5900_2500,大阪/梅田/20代限定,大阪,大阪府梅田駅周辺,5900/2500,20/29,20/29,6
494,ani,a_koube_9800_2700,兵庫/神戸,兵庫,兵庫県神戸駅周辺,9800/2700,20/40,20/40,1
495,machi,m20_tenzin_5900_2200,福岡天神/20代限定,福岡,福岡県天神駅周辺,5900/2200,20/29,20/29,6
496,machi,m20_takamatu_7300_2300,香川/高松/20代限定,香川,香川県高松駅周辺,7300/2300,20/29,20/29,6
497,machi,m20_kawaramati_8500_2700,京都/河原町/20代限定,京都,京都府河原町駅周辺,8500/2700,20/29,20/29,6
498,machi,m20_takamatu_6300_2300,香川/高松/20代限定,香川,香川県高松駅周辺,6300/2300,20/29,20/29,6
499,machi,m20_sendai_6500_2000,宮城/仙台/20代限定,宮城,宮城県仙台駅周辺,6500/2000,20/29,20/29,6
500,ani,a_sannomiya_9800_2300,兵庫/神戸/三ノ宮,兵庫,兵庫県三ノ宮駅周辺,9800/2300,20/40,20/40,1
501,ani,a_omiya_9800_2300,埼玉/大宮,埼玉,埼玉県大宮駅周辺,9800/2300,20/40,20/40,1
502,ani,a_tokushima_7300_2300,徳島,徳島,徳島県徳島駅周辺,7300/2300,20/40,20/40,1
503,ani,a_takamatu_7300_2300,香川/高松,香川,香川県高松駅周辺,7300/2300,20/40,20/40,1
504,machi,m20_kouchi_6900_2900,高知/20代限定,高知,高知県高知駅周辺,6900/2900,20/29,20/29,6
505,ani,a_kochi_7300_2000,高知,高知,高知県高知駅周辺,7300/2000,20/40,20/40,1
506,machi,m20_kawaramachi_5900_2700,京都/河原町/20代限定,京都,京都府河原町駅周辺,5900/2700,20/29,20/29,6
507,ani,a_kaneyama_9800_2000,愛知/金山,愛知,愛知県金山駅周辺,9800/2000,20/40,20/40,1
508,ani,a_sakae_9800_2000,愛知/栄,愛知,愛知県栄駅周辺,9800/2000,20/40,20/40,1
509,ani,a_nagoya_9800_2000,愛知/名古屋,愛知,愛知県名古屋駅周辺,9800/2000,20/40,20/40,1
510,ani,a20_nagoya_9800_2000,愛知/名古屋/20代限定,愛知,愛知県名古屋駅周辺,9800/2000,20/29,20/29,1
511,ani,a_nagasaki_6900_2200,長崎,長崎,長崎県長崎駅周辺,6900/2200,20/40,20/40,1
512,ani,a_kitakyuusyuu_6900_2200,福岡/北九州,福岡,福岡県小倉駅周辺,6900/2200,20/40,20/40,1
513,machi,m30_sendai_5000_3500,宮城/仙台/30代限定,宮城,宮城県仙台駅周辺,5000/3500,30/39,30/39,6
514,ani,a_mito_9800_1000,茨城/水戸,茨城,茨城県水戸駅周辺,9800/1000,20/40,20/40,1
515,ani,a_maehasi_9800_1000,群馬/前橋,群馬,群馬県前橋駅周辺,9800/1000,20/40,20/40,1
516,ani,a_nagano_7900_1000,長野,長野,長野県長野駅周辺,7900/1000,20/40,20/40,1
517,ani,a_koufu_9800_1000,山梨/甲府,山梨,山梨県甲府駅周辺,9800/1000,20/40,20/40,1
518,ani,a_matumoto_7900_1000,長野/松本,長野,長野県松本駅周辺,7900/1000,20/40,20/40,1
519,ani,a_kourinbou_6900_1000,石川/金沢/香林坊,石川,石川県香林坊駅周辺,6900/1000,20/40,20/40,1
520,ani,"a_yokkaiti _9800_1000",三重/四日市,三重,三重県四日市駅周辺,9800/1000,20/40,20/40,1
521,ani,a_tiba_7400_1000,千葉/千葉,千葉,千葉県千葉駅周辺,7400/1000,20/40,20/40,1
522,ani,a_kashiwa_9800_1000,千葉/柏,千葉,千葉県柏駅周辺,9800/1000,20/40,20/40,1
523,ani,a_machida_9800_1000,東京/町田,東京,東京都町田駅周辺,9800/1000,20/40,20/40,1
524,machi,m30_matsuyama_5000_3500,愛媛/松山/３０代限定,愛媛,愛媛県松山駅周辺,5000/3500,30/39,30/39,5
525,machi,m20_machida_6900_2000,東京/町田/２０代限定,東京,東京都町田駅周辺,6900/2000,20/29,20/29,6
526,machi,m30_sakai_5000_3500,愛知/栄/３０代限定,愛知,愛知県栄駅周辺,5000/3500,30/39,30/39,5
527,machi,m30_matsumoto_5000_3500,長野/松本/３０代限定,長野,長野県松本駅周辺,5000/3500,30/39,30/39,5
528,machi,m30_nagaoka_5000_3500,新潟/長岡/３０代限定,新潟,新潟県長岡駅周辺,5000/3500,30/39,30/39,5
529,machi,m30_fukui_5000_3500,福井/３０代限定,福井,福井県福井駅周辺,5000/3500,30/39,30/39,5
530,ani,a_harazyuku_8900_1000,"東京/原宿/表参道",東京,東京都原宿駅周辺,8900/1000,20/40,20/40,1
531,machi,m25_35_nagano_6500_2500,長野/アラサー,長野,長野県長野駅周辺,6500/2500,25/35,25/35,5
532,machi,m25_35_niigata_6500_2500,新潟/アラサー,新潟,新潟県新潟駅周辺,6500/2500,25/35,25/35,5
533,machi,ｍ25_35_nagoya_6500_2500,愛知/名古屋/アラサー,愛知,愛知県名古屋駅周辺,6500/2500,25/35,25/35,5
534,machi,m25_35_takaoka_6500_2500,富山/高岡/アラサー,富山,富山県高岡駅周辺,6500/2500,25/35,25/35,5
535,machi,m25_35_sendai_6500_2500,宮城/仙台/アラサー,宮城,宮城県仙台駅周辺,6500/2500,25/35,25/35,5
536,machi,m25_35_matsuyama_6500_2500,愛媛/松山/アラサー,愛媛,愛媛県松山駅周辺,6500/2500,25/35,25/35,5
537,machi,m25_35_matsumoto_6500_2500,長野/松本/アラサー,長野,長野県松本駅周辺,6500/2500,25/35,25/35,5
539,machi,m25_35_nagaoka_6500_2500,新潟/長岡/アラサー,新潟,新潟県長岡駅周辺,6500/2500,25/35,25/35,5
540,machi,m25_35_fukui_6500_2500,福井/アラサー,福井,福井県福井駅周辺,6500/2500,25/35,25/35,5
541,ani,a_ikebukuro_8900_1000,東京/池袋,東京,東京都池袋駅周辺,8900/1000,20/40,20/40,1
542,ani,a_umeda_8500_2500,大阪/梅田,大阪,大阪府梅田駅周辺,8500/2500,20/40,20/40,1
543,ani,a_sapporo_7500_1000,北海道/札幌,北海道,北海道札幌駅周辺,7500/1000,20/40,20/40,1
544,ani,a_nagoya_9800_1000,愛知/名古屋,愛知,愛知県名古屋駅周辺,9800/1000,20/40,20/40,1
545,ani,a_sendai_7500_1000,宮城/仙台,宮城,宮城県仙台駅周辺,7500/1000,20/40,20/40,1
546,ani,a_hirosima_7800_2000,広島,広島,広島県広島駅周辺,7800/2000,20/40,20/40,1
547,ani,a_kourinbou_8500_1000,石川/金沢/香林坊,石川,石川県香林坊駅周辺,8500/1000,20/40,20/40,1
548,machi,m20_nara_7900_2000,奈良/２０代限定,奈良,奈良県奈良駅周辺,7900/2000,20/29,20/29,6
549,ani,a_funabasi_9800_1000,千葉/船橋,千葉,千葉県船橋駅周辺,9800/1000,20/40,20/40,1
550,ani,a_sizuoka_9800_1000,静岡,静岡,静岡県静岡駅周辺,9800/1000,20/40,20/40,1
551,ani,a_takaoka_9800_1000,富山/高岡,富山,富山県高岡駅周辺,9800/1000,20/40,20/40,1
552,machi,m20_nanba_6500_2500,大阪/難波/２０代限定,大阪,大阪府難波駅周辺,6500/2500,20/29,20/29,6
553,machi,m20_sapporo_5700_2200,北海道/札幌/２０代限定,北海道,北海道札幌駅周辺,5700/2200,20/29,20/29,6
554,machi,m20_nagoya_7800_2000,愛知/名古屋/２０代限定,愛知,愛知県名古屋駅周辺,7800/2000,20/29,20/29,6
555,machi,m20_sizuoka_7800_1000,静岡/２０代限定,静岡,静岡県静岡駅周辺,7800/1000,20/29,20/29,6
556,ani,a_kawaramati_8900_1000,京都/河原町,京都,京都府河原町駅周辺,8900/1000,20/40,20/40,1
557,machi,m20_niigata_7100_2000,新潟/20代限定,新潟,新潟県新潟駅周辺,7100/2000,20/29,20/29,6
558,ani,a_nara_7900_1000,奈良,奈良,奈良県奈良駅周辺,7900/1000,20/40,20/40,1
559,ani,a_akihaba_9800_1000,東京/秋葉原,東京,東京都秋葉原駅周辺,9800/1000,20/40,20/40,1
560,machi,m20_takaoka_7500_1000,富山/高岡/20代限定,富山,富山県高岡駅周辺,7500/1000,20/29,20/29,6
561,machi,m20_yokohama_7500_2000,神奈川/横浜/20代限定,神奈川,神奈川県横浜駅周辺,7500/2000,20/29,20/29,6
562,machi,m20_kumamoto_6400_2300,熊本/20代限定,熊本,熊本県熊本駅周辺,6400/2300,20/29,20/29,6
563,ani,a_sinzyuku_8900_1000,東京/新宿,東京,東京都新宿駅周辺,8900/1000,20/40,20/40,1
564,ani,a_akihabara_8900_1000,東京/秋葉原,東京,東京都秋葉原駅周辺,8900/1000,20/40,20/40,1
565,ani,a_nanba_8500_2500,大阪/難波,大阪,大阪府難波駅周辺,8500/2500,20/40,20/40,1
566,ani,a_hamamatu_9800_1000,静岡/浜松,静岡,静岡県浜松駅周辺,9800/1000,20/40,20/40,1
567,machi,m20_tikusima_7300_1900,徳島/20代限定,徳島,徳島県徳島駅周辺,7300/1900,20/29,20/29,6
568,ani,a_tenzin_6900_2000,福岡/天神,福岡,福岡県天神駅周辺,6900/2000,20/40,20/40,1
569,machi,m20_tatikawa_6900_2000,東京/立川/20代限定,東京,東京都立川駅周辺,6900/2000,20/29,20/29,6
570,machi,m20_umeda_6500_2500,大阪/梅田/20代限定,大阪,大阪府梅田駅周辺,6500/2500,20/29,20/29,6
